"id_empresa","ciiu","sector","clase_riesgo","n_trabajadores","ciudad","departamento","antiguedad_meses","prima_anual","fecha_afiliacion"
"E01251","3749","TIC",2,85,"Bogota","Cundinamarca",186,3927652,2009-09-22
"E01252","5912","Salud",3,38,"Bogota","Cundinamarca",156,5102739,2012-03-10
"E01253","3606","Comercio",3,67,"Bogota","Cundinamarca",161,8252679,2011-10-12
"E01254","4551","Manufactura",4,77,"Cali","Valle",216,17670708,2007-04-06
"E01255","8282","Salud",2,28,"Medellin","Antioquia",93,1348931,2017-05-13
"E01256","5264","Comercio",4,16,"Manizales","Caldas",31,3243468,2022-06-16
"E01257","7312","Educacion",2,70,"Bogota","Cundinamarca",97,,2017-01-13
"E01258","7996","TIC",1,14,"Barranquilla","Atlantico",185,358959,2009-10-22
"E01259","7826","Servicios profesionales",1,39,"Bogota","Cundinamarca",34,,2022-03-18
"E01260","3342","Comercio",4,43,"Bogota","Cundinamarca",206,9910293,2008-01-31
"E01261","5599","Manufactura",5,12,"Cali","Valle",215,5274353,2007-05-06
"E01262","6610","TIC",1,11,"Bogota","Cundinamarca",133,252528,2014-01-29
"E01263","5096","Financiero",1,14,"Cali","Valle",130,349498,2014-04-29
"E01264","5625","Educacion",3,35,"Bogota","Cundinamarca",91,5070327,2017-07-12
"E01265","4503","Educacion",1,31,,,183,790698,2009-12-21
"E01266","6302","Comercio",3,28,"Manizales","Caldas",203,2972997,2008-04-30
"E01267","8856","Manufactura",3,26,"Bucaramanga","Santander",44,3361532,2021-05-22
"E01268","3725","Construccion",5,10,"Bogota","Cundinamarca",79,3075005,2018-07-07
"E01269","1971","Comercio",4,13,"Bogota","Cundinamarca",96,2637838,2017-02-12
"E01270","5286","TIC",1,7,"Medellin","Antioquia",50,201799,2020-11-23
"E01271","5259","Administracion publica",2,4,"Bucaramanga","Santander",86,,2017-12-09
"E01272","2013","Comercio",4,24,"Cali","Valle",168,5735148,2011-03-16
"E01273","4879","Financiero",1,3,"Manizales","Caldas",172,,2010-11-16
"E01274","4613","Comercio",3,19,"Medellin","Antioquia",90,,2017-08-11
"E01275","4322","Construccion",5,22,"Bogota","Cundinamarca",22,5910936,2023-03-13
"E01276","1800","Energia",3,45,"Medellin","Antioquia",38,5590057,2021-11-18
"E01277","6998","Salud",3,6,"Bogota","Cundinamarca",114,794418,2015-08-22
"E01278","6417","Alojamiento y comida",3,14,"Cali","Valle",188,1483897,2009-07-24
"E01279","8334","Servicios profesionales",1,36,"Cali","Valle",218,816697,2007-02-05
"E01280","7293","Comercio",3,77,"Medellin","Antioquia",26,,2022-11-13
"E01281","4936","Alojamiento y comida",2,9,"Manizales","Caldas",228,536543,2006-04-11
"E01282","3986","Inmobiliario",1,36,"Bucaramanga","Santander",130,1041156,2014-04-29
"E01283","4526","Mineria",5,13,"Cali","Valle",233,4139952,2005-11-12
"E01284","8616","Construccion",5,36,"Bogota","Cundinamarca",54,9074278,2020-07-26
"E01285","8889","Educacion",2,25,"Bogota","Cundinamarca",104,,2016-06-17
"E01286","6437","Servicios profesionales",1,20,"Bogota","Cundinamarca",191,389420,2009-04-25
"E01287","2246","Administracion publica",2,53,"Cali","Valle",210,2597169,2007-10-03
"E01288","7952","Transporte",5,10,"Bogota","Cundinamarca",220,3334146,2006-12-07
"E01289","3932","Financiero",2,14,"Bogota","Cundinamarca",110,820607,2015-12-20
"E01290","8743","Alojamiento y comida",2,5,"Medellin","Antioquia",127,225772,2014-07-28
"E01291","1626","Comercio",2,10,"Bucaramanga","Santander",132,529739,2014-02-28
"E01292","8820","Servicios profesionales",1,15,"Bogota","Cundinamarca",56,382834,2020-05-27
"E01293","3960","Inmobiliario",1,24,"Bogota","Cundinamarca",85,721950,2018-01-08
"E01294","1225","Mineria",5,108,"Cali","Valle",60,43251114,2020-01-28
"E01295","6407","Transporte",4,8,"Cali","Valle",79,,2018-07-07
"E01296","8914","Servicios profesionales",1,12,"Bogota","Cundinamarca",139,350002,2013-08-02
"E01297","4925","Salud",2,40,"Bogota","Cundinamarca",62,2231048,2019-11-29
"E01298","9229","Educacion",3,14,"Bogota","Cundinamarca",145,1348344,2013-02-03
"E01299","5694","Manufactura",3,31,"Manizales","Caldas",212,3816317,2007-08-04
"E01300","2391","Salud",2,133,"Bogota","Cundinamarca",29,4885930,2022-08-15
"E01301","6944","Servicios profesionales",2,27,"Medellin","Antioquia",40,,2021-09-19
"E01302","6716","TIC",1,72,"Cali","Valle",185,2089781,2009-10-22
"E01303","2162","Alojamiento y comida",3,163,"Bogota","Cundinamarca",116,19416098,2015-06-23
"E01304","9220","Manufactura",4,51,"Medellin","Antioquia",37,11988373,2021-12-18
"E01305","2720","Servicios profesionales",1,18,"Bogota","Cundinamarca",236,405423,2005-08-14
"E01306","2077","Administracion publica",1,9,"Medellin","Antioquia",172,258902,2010-11-16
"E01307","6419","Comercio",3,109,"Bogota","Cundinamarca",120,11828102,2015-02-23
"E01308","2591","Administracion publica",2,9,"Bogota","Cundinamarca",186,487274,2009-09-22
"E01309","5317","Salud",4,60,"Medellin","Antioquia",101,14906595,2016-09-15
"E01310","4544","Salud",4,9,"Medellin","Antioquia",141,2121959,2013-06-03
"E01311","5622","Comercio",3,43,"Bogota","Cundinamarca",126,5421897,2014-08-27
"E01312","3938","Educacion",2,299,"Bogota","Cundinamarca",176,16405465,2010-07-19
"E01313","6142","Agricultura",4,28,"Barranquilla","Atlantico",138,7457289,2013-09-01
"E01314","1717","Salud",2,7,"Medellin","Antioquia",81,,2018-05-08
"E01315","2296","Educacion",1,50,"Bogota","Cundinamarca",53,1103023,2020-08-25
"E01316","1822","Educacion",2,19,,,181,1107781,2010-02-19
"E01317","6316","Comercio",3,14,"Pereira","Risaralda",131,1222818,2014-03-30
"E01318","4494","Manufactura",4,101,"Medellin","Antioquia",218,18224624,2007-02-05
"E01319","8095","TIC",1,8,,,106,253455,2016-04-18
"E01320","9013","Energia",4,31,"Bogota","Cundinamarca",226,6569445,2006-06-10
"E01321","8834","Construccion",5,51,"Cali","Valle",97,18692085,2017-01-13
"E01322","3207","Comercio",3,43,"Cali","Valle",36,5062408,2022-01-17
"E01323","9134","Administracion publica",2,61,"Cali","Valle",132,3903918,2014-02-28
"E01324","7645","Administracion publica",2,34,"Cali","Valle",26,1693661,2022-11-13
"E01325","1276","Servicios profesionales",1,38,"Pereira","Risaralda",166,958684,2011-05-15
"E01326","9113","Inmobiliario",2,17,"Cali","Valle",39,734123,2021-10-19
"E01327","2789","Transporte",3,77,"Medellin","Antioquia",235,7802700,2005-09-13
"E01328","5702","Agricultura",4,13,"Barranquilla","Atlantico",139,,2013-08-02
"E01329","7544","TIC",1,23,"Barranquilla","Atlantico",206,632530,2008-01-31
"E01330","6665","Energia",5,63,"Pereira","Risaralda",73,21438236,2019-01-03
"E01331","1848","Comercio",3,16,"Medellin","Antioquia",48,,2021-01-22
"E01332","3786","Agricultura",3,8,"Medellin","Antioquia",173,763688,2010-10-17
"E01333","7103","Mineria",5,12,"Medellin","Antioquia",200,4179146,2008-07-29
"E01334","2256","Mineria",4,17,"Pereira","Risaralda",10,4121672,2024-03-07
"E01335","6174","Comercio",3,33,"Bucaramanga","Santander",93,3707407,2017-05-13
"E01336","6941","Alojamiento y comida",3,52,"Bogota","Cundinamarca",75,5539025,2018-11-04
"E01337","4025","TIC",1,17,"Bogota","Cundinamarca",60,,2020-01-28
"E01338","4463","Comercio",4,49,"Barranquilla","Atlantico",82,,2018-04-08
"E01339","5359","Administracion publica",2,5,"Manizales","Caldas",102,262929,2016-08-16
"E01340","7667","Construccion",5,67,"Medellin","Antioquia",121,24870231,2015-01-24
"E01341","9386","Manufactura",3,77,"Cali","Valle",231,9583445,2006-01-11
"E01342","3413","Agricultura",3,16,"Barranquilla","Atlantico",208,1807140,2007-12-02
"E01343","3470","Administracion publica",3,64,"Bogota","Cundinamarca",213,6931839,2007-07-05
"E01344","7044","Construccion",5,28,"Bogota","Cundinamarca",65,10611960,2019-08-31
"E01345","8408","Transporte",3,54,"Medellin","Antioquia",74,6483488,2018-12-04
"E01346","6016","Financiero",1,74,"Bogota","Cundinamarca",35,1849296,2022-02-16
"E01347","5730","Educacion",2,94,"Manizales","Caldas",236,5216993,2005-08-14
"E01348","2626","Construccion",5,6,"Medellin","Antioquia",62,1823778,2019-11-29
"E01349","4904","Manufactura",5,29,"Bogota","Cundinamarca",27,,2022-10-14
"E01350","7003","Transporte",5,48,"Medellin","Antioquia",101,19818857,2016-09-15
"E01351","6082","TIC",1,16,"Medellin","Antioquia",112,556310,2015-10-21
"E01352","6188","Salud",4,16,"Medellin","Antioquia",67,,2019-07-02
"E01353","3641","Construccion",4,27,"Bogota","Cundinamarca",62,,2019-11-29
"E01354","3061","Salud",4,19,"Pereira","Risaralda",23,4639530,2023-02-11
"E01355","6000","Construccion",5,13,"Medellin","Antioquia",103,4176792,2016-07-17
"E01356","3827","Alojamiento y comida",3,24,"Cali","Valle",234,2622814,2005-10-13
"E01357","2747","Transporte",3,9,"Bucaramanga","Santander",222,1356853,2006-10-08
"E01358","9142","Administracion publica",3,22,"Bogota","Cundinamarca",81,2333195,2018-05-08
"E01359","5477","Educacion",2,46,"Medellin","Antioquia",7,2246876,2024-06-05
"E01360","8168","TIC",1,49,"Bucaramanga","Santander",227,1215687,2006-05-11
"E01361","6310","Educacion",2,52,"Medellin","Antioquia",220,2610260,2006-12-07
"E01362","5825","Comercio",4,103,"Cali","Valle",224,20674506,2006-08-09
"E01363","5485","Financiero",2,25,"Medellin","Antioquia",231,1627991,2006-01-11
"E01364","7767","Agricultura",4,15,,,48,,2021-01-22
"E01365","8894","Construccion",5,73,"Bogota","Cundinamarca",129,26379444,2014-05-29
"E01366","6731","Comercio",3,38,"Medellin","Antioquia",199,3997721,2008-08-28
"E01367","9727","TIC",1,34,"Medellin","Antioquia",144,,2013-03-05
"E01368","7043","Financiero",1,107,"Bucaramanga","Santander",42,2848141,2021-07-21
"E01369","4720","Manufactura",4,26,"Bogota","Cundinamarca",71,5456337,2019-03-04
"E01370","1820","Educacion",2,11,"Bogota","Cundinamarca",61,468177,2019-12-29
"E01371","3228","Manufactura",4,72,"Medellin","Antioquia",98,18620203,2016-12-14
"E01372","1832","Inmobiliario",1,37,,,157,1033634,2012-02-09
"E01373","3447","Servicios profesionales",1,24,"Bucaramanga","Santander",219,559761,2007-01-06
"E01374","6777","Mineria",5,41,"Manizales","Caldas",177,13565632,2010-06-19
"E01375","8129","Comercio",3,93,"Manizales","Caldas",190,12695144,2009-05-25
"E01376","6772","Manufactura",3,124,"Cali","Valle",230,15794207,2006-02-10
"E01377","4449","Construccion",5,37,"Cali","Valle",138,18790924,2013-09-01
"E01378","7645","Agricultura",4,40,"Medellin","Antioquia",168,8402564,2011-03-16
"E01379","3025","Manufactura",5,19,,,182,6903372,2010-01-20
"E01380","8096","Administracion publica",2,34,"Bogota","Cundinamarca",209,1658989,2007-11-02
"E01381","5411","TIC",1,83,"Medellin","Antioquia",112,1982605,2015-10-21
"E01382","8520","Salud",3,37,"Medellin","Antioquia",231,5560406,2006-01-11
"E01383","6666","Alojamiento y comida",3,21,"Bogota","Cundinamarca",194,2807770,2009-01-25
"E01384","5091","Transporte",5,89,"Bogota","Cundinamarca",125,30313997,2014-09-26
"E01385","9563","Manufactura",3,41,"Cali","Valle",167,4751474,2011-04-15
"E01386","6567","Servicios profesionales",1,22,"Medellin","Antioquia",21,633289,2023-04-12
"E01387","5996","Construccion",5,81,"Bogota","Cundinamarca",100,,2016-10-15
"E01388","7302","Administracion publica",3,110,"Bogota","Cundinamarca",211,14294779,2007-09-03
"E01389","3835","Manufactura",4,39,"Cali","Valle",184,7782353,2009-11-21
"E01390","2974","Alojamiento y comida",2,58,"Cali","Valle",208,3281395,2007-12-02
"E01391","7202","Agricultura",4,58,"Medellin","Antioquia",42,11299121,2021-07-21
"E01392","5236","Comercio",4,52,"Barranquilla","Atlantico",155,13123969,2012-04-09
"E01393","4918","Manufactura",3,36,"Cali","Valle",48,4055323,2021-01-22
"E01394","3477","Inmobiliario",1,48,"Medellin","Antioquia",233,1220995,2005-11-12
"E01395","9293","Salud",3,8,"Cali","Valle",166,1061623,2011-05-15
"E01396","4362","Transporte",3,10,"Bogota","Cundinamarca",235,1254874,2005-09-13
"E01397","7477","Servicios profesionales",1,44,"Manizales","Caldas",224,1081597,2006-08-09
"E01398","4616","Educacion",3,45,"Medellin","Antioquia",7,6010935,2024-06-05
"E01399","1752","Transporte",3,7,"Bucaramanga","Santander",130,861644,2014-04-29
"E01400","4278","Salud",2,43,"Bucaramanga","Santander",181,2026423,2010-02-19
"E01401","6374","Servicios profesionales",1,91,"Medellin","Antioquia",176,2158693,2010-07-19
"E01402","2206","Servicios profesionales",1,13,"Bogota","Cundinamarca",15,277574,2023-10-09
"E01403","2495","Comercio",3,20,"Cali","Valle",162,2658471,2011-09-12
"E01404","3820","Manufactura",4,53,"Medellin","Antioquia",185,13451107,2009-10-22
"E01405","8259","Servicios profesionales",1,62,"Barranquilla","Atlantico",188,1689254,2009-07-24
"E01406","4423","Energia",4,27,"Bogota","Cundinamarca",12,4684876,2024-01-07
"E01407","8284","Comercio",3,50,"Medellin","Antioquia",158,7526790,2012-01-10
"E01408","8128","Servicios profesionales",2,5,"Manizales","Caldas",215,315445,2007-05-06
"E01409","4438","Educacion",2,13,"Medellin","Antioquia",184,569496,2009-11-21
"E01410","5541","Servicios profesionales",1,31,"Medellin","Antioquia",157,596276,2012-02-09
"E01411","2783","TIC",1,15,"Medellin","Antioquia",155,349295,2012-04-09
"E01412","2903","TIC",1,86,"Bucaramanga","Santander",98,2273252,2016-12-14
"E01413","7662","Manufactura",4,12,"Cali","Valle",55,,2020-06-26
"E01414","9448","Comercio",3,49,"Medellin","Antioquia",191,6593181,2009-04-25
"E01415","8436","Agricultura",5,7,"Medellin","Antioquia",194,1825912,2009-01-25
"E01416","1530","Comercio",3,17,"Bogota","Cundinamarca",77,2147749,2018-09-05
"E01417","9212","Educacion",2,19,"Cali","Valle",127,,2014-07-28
"E01418","8045","Comercio",2,31,,,27,1445909,2022-10-14
"E01419","2114","Comercio",2,26,"Bogota","Cundinamarca",145,1317532,2013-02-03
"E01420","7875","Agricultura",5,103,"Bogota","Cundinamarca",46,30114572,2021-03-23
"E01421","1041","Inmobiliario",1,10,"Bogota","Cundinamarca",200,170767,2008-07-29
"E01422","3636","Agricultura",5,98,"Bogota","Cundinamarca",123,29908507,2014-11-25
"E01423","7769","Educacion",2,70,"Pereira","Risaralda",187,2952406,2009-08-23
"E01424","8955","Comercio",3,87,"Medellin","Antioquia",171,,2010-12-16
"E01425","6911","TIC",1,150,"Bogota","Cundinamarca",167,3153396,2011-04-15
"E01426","4603","Transporte",4,18,"Medellin","Antioquia",190,4540140,2009-05-25
"E01427","3374","TIC",1,37,"Bogota","Cundinamarca",167,874107,2011-04-15
"E01428","1635","TIC",1,103,"Bogota","Cundinamarca",29,2955868,2022-08-15
"E01429","4146","Comercio",3,7,"Bogota","Cundinamarca",148,900899,2012-11-05
"E01430","9048","Salud",3,9,"Medellin","Antioquia",110,,2015-12-20
"E01431","9102","Servicios profesionales",1,58,"Medellin","Antioquia",233,1520817,2005-11-12
"E01432","5494","Energia",5,3,"Medellin","Antioquia",191,985171,2009-04-25
"E01433","5796","Construccion",4,27,"Bogota","Cundinamarca",228,6768941,2006-04-11
"E01434","8743","Comercio",3,28,"Bogota","Cundinamarca",41,3162686,2021-08-20
"E01435","2012","Energia",4,16,"Medellin","Antioquia",128,4142045,2014-06-28
"E01436","5047","TIC",1,29,"Bogota","Cundinamarca",172,749865,2010-11-16
"E01437","9421","TIC",1,26,"Medellin","Antioquia",158,556563,2012-01-10
"E01438","6499","Financiero",1,69,"Bogota","Cundinamarca",226,1764890,2006-06-10
"E01439","7188","Transporte",4,20,"Cali","Valle",120,4486040,2015-02-23
"E01440","6656","Comercio",2,40,"Bogota","Cundinamarca",200,1814856,2008-07-29
"E01441","7537","Salud",3,41,"Cali","Valle",130,4688026,2014-04-29
"E01442","5351","Salud",4,76,"Barranquilla","Atlantico",16,15536803,2023-09-09
"E01443","8844","Agricultura",4,12,"Manizales","Caldas",199,2895993,2008-08-28
"E01444","4967","Educacion",3,9,"Bogota","Cundinamarca",41,,2021-08-20
"E01445","8826","Construccion",4,22,"Bogota","Cundinamarca",64,4910891,2019-09-30
"E01446","4052","Manufactura",5,24,"Cali","Valle",170,8000922,2011-01-15
"E01447","8334","Administracion publica",2,31,"Bogota","Cundinamarca",82,1596434,2018-04-08
"E01448","9000","Salud",4,119,"Cali","Valle",198,22726885,2008-09-27
"E01449","8926","Manufactura",4,54,"Bucaramanga","Santander",140,12222333,2013-07-03
"E01450","6875","Salud",3,18,"Bogota","Cundinamarca",127,,2014-07-28
"E01451","2386","Comercio",3,43,"Cali","Valle",184,4018215,2009-11-21
"E01452","2916","Inmobiliario",1,5,"Bogota","Cundinamarca",142,104042,2013-05-04
"E01453","6558","TIC",2,84,"Medellin","Antioquia",13,,2023-12-08
"E01454","3102","Alojamiento y comida",4,30,"Medellin","Antioquia",111,6491705,2015-11-20
"E01455","8704","Financiero",1,31,"Cali","Valle",221,713495,2006-11-07
"E01456","8490","Manufactura",4,29,"Cali","Valle",210,5280500,2007-10-03
"E01457","5168","TIC",1,7,"Bogota","Cundinamarca",238,156492,2005-06-15
"E01458","7165","Comercio",2,37,"Barranquilla","Atlantico",45,2188845,2021-04-22
"E01459","9039","TIC",1,49,"Bogota","Cundinamarca",222,961994,2006-10-08
"E01460","8151","Energia",4,73,"Bucaramanga","Santander",192,11384764,2009-03-26
"E01461","2114","Construccion",5,24,"Medellin","Antioquia",100,8198013,2016-10-15
"E01462","2144","Servicios profesionales",1,21,"Medellin","Antioquia",31,533422,2022-06-16
"E01463","4313","Inmobiliario",2,41,"Medellin","Antioquia",219,2086753,2007-01-06
"E01464","9887","Construccion",5,14,"Medellin","Antioquia",173,5123706,2010-10-17
"E01465","8873","Educacion",2,14,"Medellin","Antioquia",156,686937,2012-03-10
"E01466","8705","TIC",2,13,"Manizales","Caldas",100,776036,2016-10-15
"E01467","1163","Mineria",4,75,"Bogota","Cundinamarca",168,13171762,2011-03-16
"E01468","3965","Inmobiliario",1,10,"Barranquilla","Atlantico",96,319859,2017-02-12
"E01469","3960","Servicios profesionales",1,6,,,190,173655,2009-05-25
"E01470","4738","Manufactura",5,8,"Bogota","Cundinamarca",27,1948946,2022-10-14
"E01471","8033","Financiero",1,49,"Barranquilla","Atlantico",230,1188698,2006-02-10
"E01472","5247","Financiero",1,16,,,209,353696,2007-11-02
"E01473","4175","Financiero",1,19,"Barranquilla","Atlantico",70,538741,2019-04-03
"E01474","7482","TIC",1,6,"Pereira","Risaralda",169,104301,2011-02-14
"E01475","5094","Construccion",5,26,"Medellin","Antioquia",119,8975822,2015-03-25
"E01476","3193","Salud",4,9,"Medellin","Antioquia",193,1911499,2009-02-24
"E01477","7777","Manufactura",4,83,"Bogota","Cundinamarca",65,21969570,2019-08-31
"E01478","5148","Financiero",1,25,"Medellin","Antioquia",127,705629,2014-07-28
"E01479","1759","Servicios profesionales",1,10,"Bucaramanga","Santander",23,,2023-02-11
"E01480","5399","Alojamiento y comida",4,13,"Barranquilla","Atlantico",25,2451690,2022-12-13
"E01481","9621","Manufactura",4,51,"Barranquilla","Atlantico",220,9671468,2006-12-07
"E01482","4997","Construccion",4,37,"Medellin","Antioquia",177,6910681,2010-06-19
"E01483","3279","Inmobiliario",1,9,"Bogota","Cundinamarca",211,217342,2007-09-03
"E01484","8111","Financiero",2,18,"Medellin","Antioquia",40,1102612,2021-09-19
"E01485","9639","Comercio",4,49,,,79,9918441,2018-07-07
"E01486","6714","Transporte",4,48,"Barranquilla","Atlantico",159,12239734,2011-12-11
"E01487","9106","Comercio",4,15,"Barranquilla","Atlantico",116,2303822,2015-06-23
"E01488","7580","Salud",3,107,"Medellin","Antioquia",237,11939846,2005-07-15
"E01489","3590","Manufactura",3,42,"Medellin","Antioquia",170,5361064,2011-01-15
"E01490","8676","Manufactura",4,33,"Cali","Valle",151,8387275,2012-08-07
"E01491","4066","Alojamiento y comida",4,36,"Bogota","Cundinamarca",90,8316226,2017-08-11
"E01492","7752","Agricultura",3,39,"Medellin","Antioquia",21,4895557,2023-04-12
"E01493","8904","Transporte",4,30,"Pereira","Risaralda",165,5472601,2011-06-14
"E01494","9644","Financiero",1,24,"Medellin","Antioquia",160,531179,2011-11-11
"E01495","6842","Financiero",1,22,"Bucaramanga","Santander",228,560914,2006-04-11
"E01496","9665","Comercio",2,40,"Bogota","Cundinamarca",187,1951649,2009-08-23
"E01497","4007","Financiero",2,14,"Bogota","Cundinamarca",41,,2021-08-20
"E01498","8704","Manufactura",3,94,"Bucaramanga","Santander",146,8883418,2013-01-04
"E01499","9383","Agricultura",4,132,"Medellin","Antioquia",52,,2020-09-24
"E01500","8928","TIC",1,49,"Medellin","Antioquia",170,1055255,2011-01-15
"E01501","8126","Salud",3,93,,,102,14666129,2016-08-16
"E01502","7779","Inmobiliario",2,21,"Bogota","Cundinamarca",191,1538116,2009-04-25
"E01503","1233","Energia",4,56,"Manizales","Caldas",194,11122533,2009-01-25
"E01504","1280","Financiero",1,74,"Medellin","Antioquia",142,2344671,2013-05-04
"E01505","8043","Educacion",3,9,"Barranquilla","Atlantico",62,,2019-11-29
"E01506","1422","Financiero",2,45,"Bogota","Cundinamarca",99,2617338,2016-11-14
"E01507","4478","Comercio",3,308,"Medellin","Antioquia",115,40843792,2015-07-23
"E01508","7804","Alojamiento y comida",2,18,"Bogota","Cundinamarca",236,639671,2005-08-14
"E01509","3671","TIC",1,25,,,98,553018,2016-12-14
"E01510","6407","Servicios profesionales",1,11,"Medellin","Antioquia",165,331153,2011-06-14
"E01511","1287","Administracion publica",2,19,"Cali","Valle",230,1246988,2006-02-10
"E01512","8502","Comercio",2,29,"Manizales","Caldas",82,,2018-04-08
"E01513","5127","Comercio",3,15,"Bogota","Cundinamarca",162,1937254,2011-09-12
"E01514","2288","Manufactura",5,14,"Bucaramanga","Santander",118,,2015-04-24
"E01515","3860","Salud",2,18,"Medellin","Antioquia",239,1159639,2005-05-16
"E01516","7710","TIC",1,82,"Barranquilla","Atlantico",115,1566836,2015-07-23
"E01517","7551","Comercio",2,67,"Medellin","Antioquia",237,3153374,2005-07-15
"E01518","6241","Alojamiento y comida",3,46,"Barranquilla","Atlantico",146,6840911,2013-01-04
"E01519","9307","Mineria",4,24,"Pereira","Risaralda",83,6962381,2018-03-09
"E01520","9560","Administracion publica",2,22,"Medellin","Antioquia",146,1249909,2013-01-04
"E01521","5657","Construccion",5,113,"Bucaramanga","Santander",55,37526318,2020-06-26
"E01522","1643","Manufactura",4,82,"Cali","Valle",75,22163463,2018-11-04
"E01523","9745","Salud",4,94,"Bogota","Cundinamarca",220,18972620,2006-12-07
"E01524","1591","Comercio",4,53,"Bogota","Cundinamarca",121,8971379,2015-01-24
"E01525","8183","Servicios profesionales",2,33,"Cali","Valle",84,1452954,2018-02-07
"E01526","9839","Administracion publica",3,79,,,141,10772917,2013-06-03
"E01527","9631","Inmobiliario",1,31,"Bogota","Cundinamarca",21,647427,2023-04-12
"E01528","4814","Financiero",1,6,"Cali","Valle",216,130004,2007-04-06
"E01529","2093","Financiero",1,45,,,41,1188092,2021-08-20
"E01530","1951","Manufactura",3,32,,,182,3983341,2010-01-20
"E01531","6787","Inmobiliario",2,22,"Bogota","Cundinamarca",211,1023980,2007-09-03
"E01532","3212","Alojamiento y comida",2,123,"Medellin","Antioquia",48,4183452,2021-01-22
"E01533","2002","TIC",1,10,"Medellin","Antioquia",99,276801,2016-11-14
"E01534","3908","Salud",2,11,"Barranquilla","Atlantico",92,422855,2017-06-12
"E01535","5935","Comercio",3,35,,,187,3584243,2009-08-23
"E01536","9568","Mineria",5,49,"Bogota","Cundinamarca",56,22219175,2020-05-27
"E01537","4319","Educacion",2,57,"Medellin","Antioquia",157,2349911,2012-02-09
"E01538","3940","Construccion",5,7,"Medellin","Antioquia",52,2703362,2020-09-24
"E01539","8584","Mineria",5,29,"Bogota","Cundinamarca",138,12263341,2013-09-01
"E01540","3815","Inmobiliario",2,31,"Bogota","Cundinamarca",94,1427689,2017-04-13
"E01541","9427","TIC",2,21,"Barranquilla","Atlantico",102,828809,2016-08-16
"E01542","4534","Comercio",3,44,"Bogota","Cundinamarca",52,,2020-09-24
"E01543","4312","Transporte",4,12,"Medellin","Antioquia",191,1964073,2009-04-25
"E01544","7327","Comercio",4,11,"Barranquilla","Atlantico",40,2426247,2021-09-19
"E01545","2925","Financiero",1,4,"Bogota","Cundinamarca",216,85568,2007-04-06
"E01546","4912","Alojamiento y comida",3,23,"Bogota","Cundinamarca",36,2657297,2022-01-17
"E01547","8842","Educacion",2,81,"Medellin","Antioquia",108,3586308,2016-02-18
"E01548","8253","Administracion publica",1,31,"Medellin","Antioquia",177,,2010-06-19
"E01549","1157","Alojamiento y comida",3,35,"Bogota","Cundinamarca",201,5343751,2008-06-29
"E01550","4042","Alojamiento y comida",4,72,"Bogota","Cundinamarca",83,,2018-03-09
"E01551","9824","Mineria",4,23,"Medellin","Antioquia",239,6715977,2005-05-16
"E01552","3284","Comercio",3,133,"Bogota","Cundinamarca",182,15072031,2010-01-20
"E01553","3910","Energia",3,8,"Barranquilla","Atlantico",189,910286,2009-06-24
"E01554","6267","Financiero",2,92,"Medellin","Antioquia",24,4387421,2023-01-12
"E01555","5286","Alojamiento y comida",3,10,"Bogota","Cundinamarca",222,1020566,2006-10-08
"E01556","4677","Servicios profesionales",2,21,"Barranquilla","Atlantico",17,,2023-08-10
"E01557","2687","Inmobiliario",1,77,"Medellin","Antioquia",103,2313157,2016-07-17
"E01558","3821","Financiero",1,19,"Medellin","Antioquia",107,467506,2016-03-19
"E01559","6245","Financiero",1,14,"Medellin","Antioquia",98,339198,2016-12-14
"E01560","3293","Comercio",4,20,"Pereira","Risaralda",56,5014865,2020-05-27
"E01561","7644","Servicios profesionales",1,13,"Medellin","Antioquia",107,422861,2016-03-19
"E01562","8796","Agricultura",5,15,"Bogota","Cundinamarca",158,5516161,2012-01-10
"E01563","1070","Servicios profesionales",2,14,"Medellin","Antioquia",180,674674,2010-03-21
"E01564","6414","Mineria",4,67,"Medellin","Antioquia",158,14594427,2012-01-10
"E01565","3629","Servicios profesionales",2,48,"Medellin","Antioquia",82,2665148,2018-04-08
"E01566","3964","Inmobiliario",1,16,"Cali","Valle",95,446066,2017-03-14
"E01567","9233","Comercio",4,48,"Medellin","Antioquia",186,9088497,2009-09-22
"E01568","9443","Administracion publica",2,51,"Bogota","Cundinamarca",167,2524348,2011-04-15
"E01569","7767","Inmobiliario",1,64,"Medellin","Antioquia",219,1616261,2007-01-06
"E01570","3909","Construccion",4,28,"Bucaramanga","Santander",10,7032216,2024-03-07
"E01571","6575","Comercio",4,115,"Medellin","Antioquia",118,24328322,2015-04-24
"E01572","6083","Manufactura",4,30,"Bogota","Cundinamarca",230,7366739,2006-02-10
"E01573","8707","Inmobiliario",2,229,"Medellin","Antioquia",114,11659149,2015-08-22
"E01574","1647","Educacion",2,9,"Bucaramanga","Santander",119,,2015-03-25
"E01575","1082","Comercio",4,16,,,217,3110996,2007-03-07
"E01576","5671","Salud",4,81,"Manizales","Caldas",140,16702909,2013-07-03
"E01577","9505","Manufactura",4,36,"Cali","Valle",54,,2020-07-26
"E01578","4940","Comercio",3,12,,,65,1188041,2019-08-31
"E01579","9314","Servicios profesionales",1,35,"Medellin","Antioquia",26,1193803,2022-11-13
"E01580","8836","Manufactura",3,10,"Cali","Valle",103,,2016-07-17
"E01581","3392","Manufactura",4,51,"Manizales","Caldas",75,11958637,2018-11-04
