"id_empresa","id_servicio","fecha_uso","canal"
"E01879","SV016",2022-09-07,"presencial"
"E01959","SV015",2022-09-07,"virtual"
"E02064","SV026",2022-09-07,"autogestion"
"E02095","SV035",2022-09-07,"virtual"
"E02156","SV019",2022-09-07,"presencial"
"E02219","SV009",2022-09-07,"autogestion"
"E02249","SV027",2022-09-07,"presencial"
"E02264","SV009",2022-09-07,"virtual"
"E02319","SV013",2022-09-07,"virtual"
"E02471","SV028",2022-09-07,"virtual"
"E02497","SV013",2022-09-07,"autogestion"
"E02546","SV031",2022-09-07,"presencial"
"E02607","SV011",2022-09-07,"autogestion"
"E02665","SV003",2022-09-07,"presencial"
"E02700","SV013",2022-09-07,"autogestion"
"E02762","SV002",2022-09-07,"autogestion"
"E02806","SV031",2022-09-07,"autogestion"
"E02894","SV017",2022-09-07,"autogestion"
"E02934","SV005",2022-09-07,"autogestion"
"E02934","SV031",2022-09-07,"virtual"
"E03016","SV011",2022-09-07,"virtual"
"E03067","SV038",2022-09-07,"autogestion"
"E03106","SV011",2022-09-07,"autogestion"
"E03125","SV005",2022-09-07,"autogestion"
"E03152","SV032",2022-09-07,"presencial"
"E03258","SV028",2022-09-07,"virtual"
"E03310","SV004",2022-09-07,"autogestion"
"E03319","SV028",2022-09-07,"presencial"
"E03549","SV012",2022-09-07,"presencial"
"E03550","SV029",2022-09-07,"virtual"
"E03567","SV017",2022-09-07,"virtual"
"E03710","SV038",2022-09-07,"presencial"
"E03793","SV013",2022-09-07,"virtual"
"E03812","SV031",2022-09-07,"virtual"
"E03873","SV038",2022-09-07,"virtual"
"E03896","SV009",2022-09-07,"presencial"
"E03912","SV011",2022-09-07,"autogestion"
"E03952","SV038",2022-09-07,"presencial"
"E04007","SV017",2022-09-07,"virtual"
"E04029","SV031",2022-09-07,"virtual"
"E04045","SV031",2022-09-07,"presencial"
"E04075","SV022",2022-09-07,"presencial"
"E04424","SV029",2022-09-07,"autogestion"
"E04429","SV031",2022-09-07,"autogestion"
"E04430","SV015",2022-09-07,"presencial"
"E04464","SV031",2022-09-07,"autogestion"
"E04479","SV038",2022-09-07,"autogestion"
"E04582","SV030",2022-09-07,"presencial"
"E04618","SV038",2022-09-07,"presencial"
"E04669","SV028",2022-09-07,"presencial"
"E04692","SV038",2022-09-07,"presencial"
"E04701","SV008",2022-09-07,"autogestion"
"E04772","SV019",2022-09-07,"autogestion"
"E04809","SV023",2022-09-07,"virtual"
"E04841","SV024",2022-09-07,"presencial"
"E00095","SV005",2022-09-08,"presencial"
"E00261","SV005",2022-09-08,"virtual"
"E00322","SV011",2022-09-08,"presencial"
"E00376","SV015",2022-09-08,"presencial"
"E00405","SV038",2022-09-08,"presencial"
"E00477","SV005",2022-09-08,"presencial"
"E00520","SV002",2022-09-08,"autogestion"
"E00526","SV028",2022-09-08,"virtual"
"E00614","SV013",2022-09-08,"virtual"
"E00766","SV013",2022-09-08,"autogestion"
"E00766","SV031",2022-09-08,"virtual"
"E00816","SV015",2022-09-08,"virtual"
"E00853","SV038",2022-09-08,"virtual"
"E00939","SV013",2022-09-08,"autogestion"
"E01042","SV028",2022-09-08,"autogestion"
"E01045","SV031",2022-09-08,"virtual"
"E01169","SV031",2022-09-08,"virtual"
"E01216","SV033",2022-09-08,"presencial"
"E01283","SV012",2022-09-08,"autogestion"
"E01299","SV002",2022-09-08,"autogestion"
"E01305","SV011",2022-09-08,"autogestion"
"E01381","SV036",2022-09-08,"presencial"
"E01400","SV016",2022-09-08,"presencial"
"E01439","SV031",2022-09-08,"virtual"
"E01477","SV002",2022-09-08,"autogestion"
"E01477","SV040",2022-09-08,"virtual"
"E01594","SV028",2022-09-08,"presencial"
"E01595","SV011",2022-09-08,"autogestion"
"E01626","SV015",2022-09-08,"autogestion"
"E01628","SV034",2022-09-08,"presencial"
"E01775","SV010",2022-09-08,"virtual"
"E01797","SV005",2022-09-08,"virtual"
"E01876","SV011",2022-09-08,"presencial"
"E01968","SV038",2022-09-08,"virtual"
"E02025","SV029",2022-09-08,"virtual"
"E02072","SV015",2022-09-08,"presencial"
"E02098","SV028",2022-09-08,"autogestion"
"E02122","SV028",2022-09-08,"presencial"
"E02147","SV011",2022-09-08,"virtual"
"E02154","SV004",2022-09-08,"autogestion"
"E02162","SV028",2022-09-08,"autogestion"
"E02244","SV017",2022-09-08,"presencial"
"E02449","SV031",2022-09-08,"presencial"
"E02586","SV031",2022-09-08,"virtual"
"E02642","SV017",2022-09-08,"presencial"
"E02667","SV019",2022-09-08,"presencial"
"E02719","SV019",2022-09-08,"autogestion"
"E02779","SV011",2022-09-08,"virtual"
"E02921","SV028",2022-09-08,"virtual"
"E02942","SV031",2022-09-08,"presencial"
"E02974","SV038",2022-09-08,"autogestion"
"E03001","SV032",2022-09-08,"autogestion"
"E03058","SV014",2022-09-08,"presencial"
"E03075","SV010",2022-09-08,"presencial"
"E03085","SV034",2022-09-08,"presencial"
"E03235","SV013",2022-09-08,"autogestion"
"E03246","SV015",2022-09-08,"virtual"
"E03445","SV019",2022-09-08,"presencial"
"E03563","SV003",2022-09-08,"virtual"
"E03579","SV022",2022-09-08,"presencial"
"E03584","SV015",2022-09-08,"virtual"
"E03586","SV013",2022-09-08,"virtual"
"E03600","SV017",2022-09-08,"autogestion"
"E03618","SV032",2022-09-08,"autogestion"
"E03624","SV013",2022-09-08,"presencial"
"E03653","SV008",2022-09-08,"presencial"
"E03680","SV028",2022-09-08,"virtual"
"E03683","SV028",2022-09-08,"autogestion"
"E03707","SV037",2022-09-08,"virtual"
"E03730","SV011",2022-09-08,"virtual"
"E03753","SV011",2022-09-08,"autogestion"
"E03785","SV028",2022-09-08,"virtual"
"E03826","SV031",2022-09-08,"virtual"
"E03862","SV010",2022-09-08,"presencial"
"E03935","SV005",2022-09-08,"autogestion"
"E04088","SV006",2022-09-08,"virtual"
"E04124","SV026",2022-09-08,"presencial"
"E04180","SV015",2022-09-08,"presencial"
"E04209","SV034",2022-09-08,"autogestion"
"E04226","SV024",2022-09-08,"presencial"
"E04266","SV002",2022-09-08,"autogestion"
"E04335","SV031",2022-09-08,"presencial"
"E04474","SV031",2022-09-08,"presencial"
"E04484","SV040",2022-09-08,"autogestion"
"E04492","SV026",2022-09-08,"autogestion"
"E04652","SV028",2022-09-08,"virtual"
"E04829","SV034",2022-09-08,"virtual"
"E04880","SV026",2022-09-08,"autogestion"
"E00048","SV034",2022-09-09,"virtual"
"E00051","SV031",2022-09-09,"autogestion"
"E00219","SV031",2022-09-09,"autogestion"
"E00220","SV010",2022-09-09,"presencial"
"E00251","SV028",2022-09-09,"presencial"
"E00261","SV040",2022-09-09,"autogestion"
"E00262","SV005",2022-09-09,"autogestion"
"E00305","SV005",2022-09-09,"virtual"
"E00316","SV013",2022-09-09,"autogestion"
"E00333","SV031",2022-09-09,"virtual"
"E00339","SV029",2022-09-09,"autogestion"
"E00464","SV018",2022-09-09,"presencial"
"E00484","SV038",2022-09-09,"virtual"
"E00517","SV005",2022-09-09,"autogestion"
"E00666","SV001",2022-09-09,"virtual"
"E00682","SV013",2022-09-09,"presencial"
"E00723","SV013",2022-09-09,"presencial"
"E00728","SV039",2022-09-09,"virtual"
"E00881","SV011",2022-09-09,"virtual"
"E01195","SV031",2022-09-09,"presencial"
"E01256","SV005",2022-09-09,"virtual"
"E01330","SV012",2022-09-09,"presencial"
"E01377","SV023",2022-09-09,"autogestion"
"E01396","SV031",2022-09-09,"autogestion"
"E01491","SV031",2022-09-09,"virtual"
"E01501","SV017",2022-09-09,"autogestion"
"E01503","SV031",2022-09-09,"virtual"
"E01577","SV024",2022-09-09,"autogestion"
"E01585","SV031",2022-09-09,"virtual"
"E01585","SV031",2022-09-09,"virtual"
"E01693","SV003",2022-09-09,"autogestion"
"E01713","SV026",2022-09-09,"virtual"
"E01721","SV016",2022-09-09,"virtual"
"E01721","SV031",2022-09-09,"virtual"
"E01831","SV031",2022-09-09,"autogestion"
"E02027","SV034",2022-09-09,"presencial"
"E02153","SV013",2022-09-09,"virtual"
"E02196","SV024",2022-09-09,"virtual"
"E02236","SV034",2022-09-09,"presencial"
"E02240","SV013",2022-09-09,"autogestion"
"E02269","SV028",2022-09-09,"autogestion"
"E02279","SV026",2022-09-09,"autogestion"
"E02302","SV028",2022-09-09,"autogestion"
"E02463","SV031",2022-09-09,"autogestion"
"E02525","SV004",2022-09-09,"autogestion"
"E02663","SV038",2022-09-09,"autogestion"
"E02688","SV024",2022-09-09,"virtual"
"E02813","SV024",2022-09-09,"autogestion"
"E02815","SV012",2022-09-09,"virtual"
"E02827","SV013",2022-09-09,"autogestion"
"E02887","SV022",2022-09-09,"autogestion"
"E02979","SV028",2022-09-09,"virtual"
"E03051","SV031",2022-09-09,"autogestion"
"E03225","SV021",2022-09-09,"virtual"
"E03228","SV031",2022-09-09,"autogestion"
"E03285","SV023",2022-09-09,"presencial"
"E03345","SV028",2022-09-09,"virtual"
"E03404","SV031",2022-09-09,"virtual"
"E03410","SV031",2022-09-09,"autogestion"
"E03644","SV005",2022-09-09,"virtual"
"E03649","SV012",2022-09-09,"autogestion"
"E03738","SV018",2022-09-09,"presencial"
"E03748","SV028",2022-09-09,"virtual"
"E03755","SV029",2022-09-09,"presencial"
"E03808","SV003",2022-09-09,"presencial"
"E03817","SV026",2022-09-09,"presencial"
"E03884","SV028",2022-09-09,"autogestion"
"E03890","SV034",2022-09-09,"virtual"
"E03896","SV024",2022-09-09,"autogestion"
"E03901","SV026",2022-09-09,"virtual"
"E03943","SV004",2022-09-09,"virtual"
"E03967","SV013",2022-09-09,"virtual"
"E04053","SV013",2022-09-09,"virtual"
"E04056","SV023",2022-09-09,"autogestion"
"E04075","SV002",2022-09-09,"virtual"
"E04147","SV023",2022-09-09,"virtual"
"E04227","SV038",2022-09-09,"presencial"
"E04255","SV015",2022-09-09,"presencial"
"E04342","SV002",2022-09-09,"virtual"
"E04439","SV039",2022-09-09,"virtual"
"E04465","SV006",2022-09-09,"virtual"
"E04477","SV040",2022-09-09,"virtual"
"E04491","SV019",2022-09-09,"presencial"
"E04559","SV031",2022-09-09,"presencial"
"E04559","SV003",2022-09-09,"presencial"
"E04670","SV038",2022-09-09,"autogestion"
"E04670","SV038",2022-09-09,"presencial"
"E04709","SV003",2022-09-09,"autogestion"
"E04756","SV004",2022-09-09,"autogestion"
"E04787","SV038",2022-09-09,"presencial"
"E04848","SV038",2022-09-09,"presencial"
"E04863","SV031",2022-09-09,"virtual"
"E04884","SV018",2022-09-09,"autogestion"
"E04907","SV013",2022-09-09,"virtual"
"E00158","SV024",2022-09-10,"autogestion"
"E00235","SV031",2022-09-10,"presencial"
"E00307","SV036",2022-09-10,"autogestion"
"E00314","SV013",2022-09-10,"virtual"
"E00338","SV022",2022-09-10,"virtual"
"E00369","SV008",2022-09-10,"virtual"
"E00374","SV021",2022-09-10,"presencial"
"E00489","SV016",2022-09-10,"presencial"
"E00520","SV024",2022-09-10,"presencial"
"E00676","SV013",2022-09-10,"autogestion"
"E00689","SV004",2022-09-10,"presencial"
"E00752","SV004",2022-09-10,"presencial"
"E00785","SV026",2022-09-10,"virtual"
"E00852","SV031",2022-09-10,"virtual"
"E00903","SV031",2022-09-10,"virtual"
"E01124","SV013",2022-09-10,"virtual"
"E01155","SV008",2022-09-10,"presencial"
"E01161","SV038",2022-09-10,"presencial"
"E01181","SV011",2022-09-10,"presencial"
"E01203","SV033",2022-09-10,"presencial"
"E01205","SV011",2022-09-10,"autogestion"
"E01619","SV020",2022-09-10,"autogestion"
"E01693","SV003",2022-09-10,"virtual"
"E01735","SV028",2022-09-10,"presencial"
"E01770","SV015",2022-09-10,"presencial"
"E01777","SV040",2022-09-10,"virtual"
"E01803","SV011",2022-09-10,"autogestion"
"E01925","SV015",2022-09-10,"virtual"
"E01952","SV005",2022-09-10,"autogestion"
"E01981","SV038",2022-09-10,"autogestion"
"E02000","SV011",2022-09-10,"autogestion"
"E02059","SV031",2022-09-10,"autogestion"
"E02109","SV038",2022-09-10,"autogestion"
"E02299","SV002",2022-09-10,"autogestion"
"E02459","SV003",2022-09-10,"virtual"
"E02471","SV028",2022-09-10,"autogestion"
"E02617","SV033",2022-09-10,"presencial"
"E02728","SV017",2022-09-10,"presencial"
"E02760","SV028",2022-09-10,"presencial"
"E02855","SV032",2022-09-10,"virtual"
"E03010","SV031",2022-09-10,"presencial"
"E03037","SV028",2022-09-10,"presencial"
"E03045","SV031",2022-09-10,"presencial"
"E03065","SV013",2022-09-10,"virtual"
"E03186","SV021",2022-09-10,"presencial"
"E03217","SV031",2022-09-10,"autogestion"
"E03306","SV040",2022-09-10,"virtual"
"E03373","SV031",2022-09-10,"presencial"
"E03468","SV031",2022-09-10,"presencial"
"E03575","SV029",2022-09-10,"autogestion"
"E03602","SV031",2022-09-10,"autogestion"
"E03648","SV028",2022-09-10,"virtual"
"E03663","SV034",2022-09-10,"presencial"
"E03705","SV024",2022-09-10,"autogestion"
"E03733","SV038",2022-09-10,"presencial"
"E03743","SV038",2022-09-10,"autogestion"
"E03763","SV031",2022-09-10,"virtual"
"E03832","SV015",2022-09-10,"presencial"
"E04003","SV013",2022-09-10,"autogestion"
"E04013","SV022",2022-09-10,"autogestion"
"E04174","SV031",2022-09-10,"autogestion"
"E04176","SV038",2022-09-10,"presencial"
"E04225","SV005",2022-09-10,"virtual"
"E04255","SV012",2022-09-10,"autogestion"
"E04284","SV040",2022-09-10,"presencial"
"E04299","SV024",2022-09-10,"presencial"
"E04420","SV031",2022-09-10,"virtual"
"E04434","SV031",2022-09-10,"presencial"
"E04458","SV038",2022-09-10,"virtual"
"E04464","SV031",2022-09-10,"autogestion"
"E04464","SV013",2022-09-10,"autogestion"
"E04526","SV038",2022-09-10,"autogestion"
"E04537","SV040",2022-09-10,"virtual"
"E04623","SV034",2022-09-10,"autogestion"
"E04775","SV026",2022-09-10,"presencial"
"E04827","SV031",2022-09-10,"virtual"
"E04894","SV037",2022-09-10,"presencial"
"E00008","SV020",2022-09-11,"presencial"
"E00024","SV036",2022-09-11,"virtual"
"E00054","SV004",2022-09-11,"presencial"
"E00071","SV015",2022-09-11,"autogestion"
"E00071","SV038",2022-09-11,"presencial"
"E00133","SV001",2022-09-11,"autogestion"
"E00184","SV013",2022-09-11,"virtual"
"E00327","SV003",2022-09-11,"presencial"
"E00341","SV024",2022-09-11,"virtual"
"E00353","SV033",2022-09-11,"virtual"
"E00440","SV030",2022-09-11,"presencial"
"E00475","SV017",2022-09-11,"virtual"
"E00591","SV029",2022-09-11,"autogestion"
"E00779","SV013",2022-09-11,"presencial"
"E00828","SV028",2022-09-11,"presencial"
"E00838","SV038",2022-09-11,"autogestion"
"E00879","SV015",2022-09-11,"presencial"
"E00890","SV002",2022-09-11,"virtual"
"E00933","SV015",2022-09-11,"virtual"
"E00946","SV030",2022-09-11,"presencial"
"E00983","SV004",2022-09-11,"autogestion"
"E01123","SV013",2022-09-11,"presencial"
"E01133","SV009",2022-09-11,"virtual"
"E01140","SV028",2022-09-11,"autogestion"
"E01142","SV013",2022-09-11,"presencial"
"E01187","SV013",2022-09-11,"autogestion"
"E01287","SV019",2022-09-11,"autogestion"
"E01304","SV029",2022-09-11,"autogestion"
"E01517","SV011",2022-09-11,"autogestion"
"E01550","SV038",2022-09-11,"presencial"
"E01550","SV031",2022-09-11,"autogestion"
"E01660","SV038",2022-09-11,"autogestion"
"E01668","SV031",2022-09-11,"presencial"
"E01674","SV034",2022-09-11,"autogestion"
"E02009","SV011",2022-09-11,"virtual"
"E02014","SV018",2022-09-11,"virtual"
"E02019","SV031",2022-09-11,"presencial"
"E02343","SV039",2022-09-11,"presencial"
"E02401","SV028",2022-09-11,"virtual"
"E02585","SV028",2022-09-11,"presencial"
"E02673","SV024",2022-09-11,"presencial"
"E02718","SV004",2022-09-11,"presencial"
"E02887","SV031",2022-09-11,"presencial"
"E02976","SV011",2022-09-11,"autogestion"
"E03030","SV031",2022-09-11,"virtual"
"E03042","SV038",2022-09-11,"virtual"
"E03170","SV038",2022-09-11,"presencial"
"E03260","SV005",2022-09-11,"presencial"
"E03302","SV026",2022-09-11,"presencial"
"E03314","SV031",2022-09-11,"virtual"
"E03337","SV013",2022-09-11,"presencial"
"E03341","SV038",2022-09-11,"autogestion"
"E03369","SV009",2022-09-11,"presencial"
"E03549","SV005",2022-09-11,"presencial"
"E03621","SV040",2022-09-11,"autogestion"
"E03648","SV024",2022-09-11,"virtual"
"E03756","SV014",2022-09-11,"presencial"
"E03906","SV013",2022-09-11,"presencial"
"E03983","SV028",2022-09-11,"virtual"
"E04034","SV004",2022-09-11,"presencial"
"E04151","SV013",2022-09-11,"autogestion"
"E04162","SV038",2022-09-11,"presencial"
"E04195","SV008",2022-09-11,"autogestion"
"E04200","SV033",2022-09-11,"autogestion"
"E04370","SV031",2022-09-11,"autogestion"
"E04381","SV011",2022-09-11,"presencial"
"E04405","SV028",2022-09-11,"virtual"
"E04424","SV022",2022-09-11,"presencial"
"E04505","SV011",2022-09-11,"autogestion"
"E04616","SV031",2022-09-11,"presencial"
"E04696","SV012",2022-09-11,"virtual"
"E04859","SV026",2022-09-11,"presencial"
"E00025","SV028",2022-09-12,"presencial"
"E00106","SV014",2022-09-12,"virtual"
"E00109","SV009",2022-09-12,"virtual"
"E00128","SV031",2022-09-12,"autogestion"
"E00208","SV015",2022-09-12,"autogestion"
"E00263","SV034",2022-09-12,"autogestion"
"E00280","SV038",2022-09-12,"presencial"
"E00295","SV038",2022-09-12,"presencial"
"E00307","SV009",2022-09-12,"presencial"
"E00402","SV016",2022-09-12,"presencial"
"E00409","SV038",2022-09-12,"presencial"
"E00415","SV010",2022-09-12,"presencial"
"E00494","SV038",2022-09-12,"autogestion"
"E00527","SV008",2022-09-12,"autogestion"
"E00558","SV013",2022-09-12,"autogestion"
"E00574","SV002",2022-09-12,"virtual"
"E00590","SV031",2022-09-12,"virtual"
"E00599","SV037",2022-09-12,"presencial"
"E00603","SV011",2022-09-12,"presencial"
"E00658","SV008",2022-09-12,"virtual"
"E00705","SV028",2022-09-12,"autogestion"
"E00726","SV031",2022-09-12,"virtual"
"E00730","SV023",2022-09-12,"autogestion"
"E00788","SV013",2022-09-12,"presencial"
"E00874","SV018",2022-09-12,"virtual"
"E00898","SV031",2022-09-12,"virtual"
"E00903","SV031",2022-09-12,"virtual"
"E00916","SV008",2022-09-12,"autogestion"
"E00925","SV029",2022-09-12,"virtual"
"E00954","SV007",2022-09-12,"autogestion"
"E00955","SV028",2022-09-12,"autogestion"
"E01021","SV012",2022-09-12,"autogestion"
"E01071","SV015",2022-09-12,"autogestion"
"E01091","SV003",2022-09-12,"autogestion"
"E01109","SV023",2022-09-12,"virtual"
"E01194","SV011",2022-09-12,"autogestion"
"E01198","SV023",2022-09-12,"presencial"
"E01259","SV038",2022-09-12,"presencial"
"E01347","SV020",2022-09-12,"presencial"
"E01350","SV031",2022-09-12,"autogestion"
"E01387","SV031",2022-09-12,"presencial"
"E01459","SV002",2022-09-12,"presencial"
"E01545","SV008",2022-09-12,"autogestion"
"E01566","SV014",2022-09-12,"presencial"
"E01618","SV013",2022-09-12,"virtual"
"E01697","SV011",2022-09-12,"virtual"
"E01704","SV003",2022-09-12,"presencial"
"E01814","SV024",2022-09-12,"autogestion"
"E01990","SV004",2022-09-12,"autogestion"
"E02011","SV024",2022-09-12,"virtual"
"E02084","SV036",2022-09-12,"autogestion"
"E02086","SV038",2022-09-12,"autogestion"
"E02090","SV004",2022-09-12,"virtual"
"E02164","SV021",2022-09-12,"autogestion"
"E02165","SV015",2022-09-12,"presencial"
"E02169","SV004",2022-09-12,"virtual"
"E02210","SV031",2022-09-12,"presencial"
"E02284","SV031",2022-09-12,"autogestion"
"E02284","SV024",2022-09-12,"virtual"
"E02329","SV030",2022-09-12,"autogestion"
"E02382","SV016",2022-09-12,"presencial"
"E02393","SV031",2022-09-12,"presencial"
"E02543","SV028",2022-09-12,"virtual"
"E02583","SV009",2022-09-12,"presencial"
"E02642","SV009",2022-09-12,"autogestion"
"E02719","SV002",2022-09-12,"virtual"
"E02733","SV038",2022-09-12,"presencial"
"E02740","SV040",2022-09-12,"presencial"
"E02764","SV012",2022-09-12,"virtual"
"E02768","SV021",2022-09-12,"autogestion"
"E02780","SV007",2022-09-12,"autogestion"
"E02781","SV028",2022-09-12,"virtual"
"E02783","SV008",2022-09-12,"presencial"
"E02824","SV009",2022-09-12,"virtual"
"E02841","SV011",2022-09-12,"autogestion"
"E02862","SV017",2022-09-12,"autogestion"
"E02888","SV013",2022-09-12,"virtual"
"E02958","SV012",2022-09-12,"presencial"
"E02983","SV034",2022-09-12,"autogestion"
"E03011","SV020",2022-09-12,"virtual"
"E03195","SV022",2022-09-12,"autogestion"
"E03253","SV039",2022-09-12,"virtual"
"E03264","SV013",2022-09-12,"presencial"
"E03270","SV014",2022-09-12,"presencial"
"E03398","SV004",2022-09-12,"virtual"
"E03450","SV005",2022-09-12,"presencial"
"E03450","SV031",2022-09-12,"presencial"
"E03486","SV038",2022-09-12,"autogestion"
"E03498","SV031",2022-09-12,"virtual"
"E03561","SV001",2022-09-12,"autogestion"
"E03681","SV004",2022-09-12,"autogestion"
"E03681","SV038",2022-09-12,"virtual"
"E03695","SV004",2022-09-12,"presencial"
"E03733","SV011",2022-09-12,"virtual"
"E03747","SV009",2022-09-12,"autogestion"
"E03752","SV040",2022-09-12,"autogestion"
"E03776","SV038",2022-09-12,"virtual"
"E03791","SV034",2022-09-12,"virtual"
"E03879","SV024",2022-09-12,"presencial"
"E03889","SV017",2022-09-12,"autogestion"
"E03989","SV031",2022-09-12,"autogestion"
"E04016","SV005",2022-09-12,"presencial"
"E04081","SV033",2022-09-12,"autogestion"
"E04085","SV006",2022-09-12,"autogestion"
"E04113","SV004",2022-09-12,"virtual"
"E04226","SV005",2022-09-12,"presencial"
"E04321","SV031",2022-09-12,"presencial"
"E04497","SV038",2022-09-12,"autogestion"
"E04518","SV004",2022-09-12,"presencial"
"E04577","SV002",2022-09-12,"presencial"
"E04606","SV026",2022-09-12,"autogestion"
"E04675","SV014",2022-09-12,"autogestion"
"E04740","SV011",2022-09-12,"virtual"
"E04761","SV004",2022-09-12,"virtual"
"E04866","SV015",2022-09-12,"virtual"
"E00076","SV034",2022-09-13,"virtual"
"E00147","SV033",2022-09-13,"virtual"
"E00207","SV031",2022-09-13,"autogestion"
"E00315","SV003",2022-09-13,"presencial"
"E00330","SV034",2022-09-13,"virtual"
"E00340","SV034",2022-09-13,"autogestion"
"E00372","SV017",2022-09-13,"presencial"
"E00383","SV024",2022-09-13,"autogestion"
"E00395","SV004",2022-09-13,"autogestion"
"E00492","SV031",2022-09-13,"autogestion"
"E00856","SV031",2022-09-13,"autogestion"
"E00989","SV009",2022-09-13,"virtual"
"E01023","SV014",2022-09-13,"presencial"
"E01096","SV024",2022-09-13,"virtual"
"E01108","SV029",2022-09-13,"presencial"
"E01145","SV013",2022-09-13,"virtual"
"E01155","SV039",2022-09-13,"presencial"
"E01197","SV026",2022-09-13,"autogestion"
"E01210","SV024",2022-09-13,"autogestion"
"E01216","SV008",2022-09-13,"virtual"
"E01221","SV038",2022-09-13,"virtual"
"E01241","SV021",2022-09-13,"virtual"
"E01270","SV017",2022-09-13,"presencial"
"E01383","SV031",2022-09-13,"presencial"
"E01401","SV005",2022-09-13,"presencial"
"E01705","SV015",2022-09-13,"virtual"
"E01760","SV022",2022-09-13,"autogestion"
"E01842","SV003",2022-09-13,"autogestion"
"E01928","SV038",2022-09-13,"virtual"
"E01944","SV013",2022-09-13,"presencial"
"E01951","SV011",2022-09-13,"presencial"
"E02079","SV005",2022-09-13,"autogestion"
"E02081","SV026",2022-09-13,"autogestion"
"E02104","SV015",2022-09-13,"autogestion"
"E02168","SV031",2022-09-13,"autogestion"
"E02209","SV027",2022-09-13,"virtual"
"E02302","SV028",2022-09-13,"virtual"
"E02378","SV017",2022-09-13,"presencial"
"E02539","SV024",2022-09-13,"autogestion"
"E02562","SV031",2022-09-13,"virtual"
"E02583","SV024",2022-09-13,"presencial"
"E02617","SV038",2022-09-13,"virtual"
"E02632","SV036",2022-09-13,"virtual"
"E02710","SV013",2022-09-13,"presencial"
"E02710","SV011",2022-09-13,"presencial"
"E02965","SV004",2022-09-13,"autogestion"
"E03056","SV038",2022-09-13,"presencial"
"E03138","SV009",2022-09-13,"autogestion"
"E03160","SV031",2022-09-13,"virtual"
"E03275","SV003",2022-09-13,"presencial"
"E03326","SV028",2022-09-13,"presencial"
"E03337","SV038",2022-09-13,"virtual"
"E03405","SV031",2022-09-13,"virtual"
"E03478","SV004",2022-09-13,"presencial"
"E03547","SV026",2022-09-13,"autogestion"
"E03594","SV005",2022-09-13,"presencial"
"E03639","SV031",2022-09-13,"autogestion"
"E03652","SV024",2022-09-13,"presencial"
"E03680","SV022",2022-09-13,"autogestion"
"E03702","SV012",2022-09-13,"presencial"
"E03706","SV028",2022-09-13,"autogestion"
"E03788","SV004",2022-09-13,"presencial"
"E03796","SV020",2022-09-13,"virtual"
"E03829","SV029",2022-09-13,"virtual"
"E03832","SV038",2022-09-13,"autogestion"
"E03864","SV015",2022-09-13,"autogestion"
"E03883","SV028",2022-09-13,"presencial"
"E03918","SV009",2022-09-13,"virtual"
"E04009","SV028",2022-09-13,"autogestion"
"E04035","SV011",2022-09-13,"autogestion"
"E04055","SV008",2022-09-13,"presencial"
"E04081","SV028",2022-09-13,"virtual"
"E04114","SV039",2022-09-13,"virtual"
"E04209","SV031",2022-09-13,"autogestion"
"E04302","SV028",2022-09-13,"virtual"
"E04304","SV013",2022-09-13,"autogestion"
"E04376","SV016",2022-09-13,"presencial"
"E04440","SV013",2022-09-13,"autogestion"
"E04490","SV015",2022-09-13,"autogestion"
"E04502","SV015",2022-09-13,"presencial"
"E04544","SV011",2022-09-13,"autogestion"
"E04625","SV028",2022-09-13,"presencial"
"E04635","SV034",2022-09-13,"virtual"
"E04688","SV038",2022-09-13,"virtual"
"E04769","SV028",2022-09-13,"virtual"
"E04868","SV031",2022-09-13,"virtual"
"E04878","SV030",2022-09-13,"autogestion"
"E04975","SV009",2022-09-13,"presencial"
"E04983","SV031",2022-09-13,"autogestion"
"E04997","SV038",2022-09-13,"virtual"
"E00007","SV009",2022-09-14,"autogestion"
"E00138","SV031",2022-09-14,"autogestion"
"E00154","SV014",2022-09-14,"virtual"
"E00157","SV005",2022-09-14,"autogestion"
"E00378","SV012",2022-09-14,"virtual"
"E00458","SV011",2022-09-14,"virtual"
"E00520","SV028",2022-09-14,"virtual"
"E00584","SV004",2022-09-14,"virtual"
"E00637","SV004",2022-09-14,"virtual"
"E00672","SV039",2022-09-14,"autogestion"
"E00741","SV020",2022-09-14,"virtual"
"E00760","SV028",2022-09-14,"presencial"
"E00773","SV031",2022-09-14,"virtual"
"E00784","SV028",2022-09-14,"virtual"
"E00842","SV028",2022-09-14,"presencial"
"E00926","SV038",2022-09-14,"virtual"
"E00991","SV012",2022-09-14,"presencial"
"E01112","SV009",2022-09-14,"presencial"
"E01178","SV016",2022-09-14,"autogestion"
"E01237","SV016",2022-09-14,"virtual"
"E01320","SV031",2022-09-14,"virtual"
"E01431","SV023",2022-09-14,"virtual"
"E01435","SV028",2022-09-14,"presencial"
"E01443","SV031",2022-09-14,"autogestion"
"E01516","SV026",2022-09-14,"virtual"
"E01517","SV011",2022-09-14,"presencial"
"E01535","SV013",2022-09-14,"autogestion"
"E01540","SV013",2022-09-14,"autogestion"
"E01544","SV011",2022-09-14,"presencial"
"E01551","SV013",2022-09-14,"autogestion"
"E01586","SV013",2022-09-14,"presencial"
"E01614","SV014",2022-09-14,"autogestion"
"E01704","SV040",2022-09-14,"virtual"
"E01732","SV024",2022-09-14,"presencial"
