id_empresa,anio_prev,anio_eval,y_true,y_pred,y_score,n_siniestros_prev,n_siniestros_eval,clase_riesgo,sector,regla,acierto
E01104,2023,2024,0,0,0.0,1.0,0.0,3,Administracion publica,top10_anio_previo,1
E01105,2023,2024,0,0,0.0,1.0,1.0,1,Educacion,top10_anio_previo,1
E01106,2023,2024,0,0,0.0,1.0,1.0,4,Transporte,top10_anio_previo,1
E01107,2023,2024,0,0,0.0,1.0,1.0,1,Financiero,top10_anio_previo,1
E01108,2023,2024,0,0,0.0,2.0,2.0,4,Manufactura,top10_anio_previo,1
E01109,2023,2024,1,1,1.0,12.0,12.0,5,Mineria,top10_anio_previo,1
E01110,2023,2024,0,0,0.0,1.0,0.0,5,Mineria,top10_anio_previo,1
E01111,2023,2024,0,0,0.0,2.0,2.0,5,Construccion,top10_anio_previo,1
E01112,2023,2024,0,0,0.0,1.0,0.0,3,Salud,top10_anio_previo,1
E01113,2023,2024,1,1,1.0,4.0,7.0,5,Mineria,top10_anio_previo,1
E01114,2023,2024,0,0,0.0,1.0,1.0,2,Alojamiento y comida,top10_anio_previo,1
E01115,2023,2024,1,0,0.0,3.0,3.0,3,Transporte,top10_anio_previo,0
E01116,2023,2024,0,0,0.0,0.0,1.0,2,Comercio,top10_anio_previo,1
E01117,2023,2024,0,0,0.0,2.0,1.0,3,Salud,top10_anio_previo,1
E01118,2023,2024,1,1,1.0,6.0,3.0,1,Educacion,top10_anio_previo,1
E01119,2023,2024,0,0,0.0,0.0,0.0,2,Comercio,top10_anio_previo,1
E01120,2023,2024,1,0,0.0,2.0,3.0,4,Salud,top10_anio_previo,0
E01121,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01122,2023,2024,1,0,0.0,1.0,3.0,3,Salud,top10_anio_previo,0
E01123,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E01124,2023,2024,0,0,0.0,0.0,1.0,2,Administracion publica,top10_anio_previo,1
E01125,2023,2024,0,0,0.0,0.0,0.0,3,Salud,top10_anio_previo,1
E01126,2023,2024,1,1,1.0,4.0,4.0,2,Financiero,top10_anio_previo,1
E01127,2023,2024,1,1,1.0,8.0,10.0,5,Construccion,top10_anio_previo,1
E01128,2023,2024,1,0,0.0,0.0,4.0,4,Agricultura,top10_anio_previo,0
E01129,2023,2024,0,0,0.0,0.0,0.0,2,Servicios profesionales,top10_anio_previo,1
E01130,2023,2024,0,0,0.0,3.0,2.0,1,Financiero,top10_anio_previo,1
E01131,2023,2024,0,0,0.0,1.0,0.0,3,Administracion publica,top10_anio_previo,1
E01132,2023,2024,0,0,0.0,1.0,2.0,5,Construccion,top10_anio_previo,1
E01133,2023,2024,1,0,0.0,0.0,3.0,5,Manufactura,top10_anio_previo,0
E01134,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E01135,2023,2024,0,0,0.0,0.0,0.0,4,Manufactura,top10_anio_previo,1
E01136,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E01137,2023,2024,0,0,0.0,0.0,0.0,3,Agricultura,top10_anio_previo,1
E01138,2023,2024,0,0,0.0,1.0,2.0,5,Construccion,top10_anio_previo,1
E01139,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01140,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E01141,2023,2024,0,0,0.0,1.0,0.0,3,Manufactura,top10_anio_previo,1
E01142,2023,2024,0,0,0.0,0.0,1.0,1,Financiero,top10_anio_previo,1
E01143,2023,2024,0,0,0.0,1.0,0.0,4,Agricultura,top10_anio_previo,1
E01144,2023,2024,0,0,0.0,0.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E01145,2023,2024,0,0,0.0,1.0,2.0,2,Servicios profesionales,top10_anio_previo,1
E01146,2023,2024,0,0,0.0,0.0,2.0,1,TIC,top10_anio_previo,1
E01147,2023,2024,0,0,0.0,3.0,2.0,4,Construccion,top10_anio_previo,1
E01148,2023,2024,0,0,0.0,2.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E01149,2023,2024,0,0,0.0,0.0,2.0,4,Manufactura,top10_anio_previo,1
E01150,2023,2024,0,0,0.0,1.0,0.0,5,Mineria,top10_anio_previo,1
E01151,2023,2024,0,0,0.0,0.0,1.0,2,Inmobiliario,top10_anio_previo,1
E01152,2023,2024,0,0,0.0,0.0,1.0,1,Educacion,top10_anio_previo,1
E01153,2023,2024,0,0,0.0,1.0,1.0,3,Comercio,top10_anio_previo,1
E01154,2023,2024,0,0,0.0,1.0,0.0,4,Manufactura,top10_anio_previo,1
E01155,2023,2024,0,0,0.0,1.0,0.0,2,TIC,top10_anio_previo,1
E01156,2023,2024,0,0,0.0,2.0,1.0,2,Administracion publica,top10_anio_previo,1
E01157,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E01158,2023,2024,0,1,1.0,4.0,2.0,4,Alojamiento y comida,top10_anio_previo,0
E01159,2023,2024,0,0,0.0,1.0,0.0,4,Transporte,top10_anio_previo,1
E01160,2023,2024,0,0,0.0,1.0,0.0,5,Manufactura,top10_anio_previo,1
E01161,2023,2024,0,0,0.0,2.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01162,2023,2024,0,0,0.0,1.0,1.0,2,TIC,top10_anio_previo,1
E01163,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E01164,2023,2024,0,0,0.0,1.0,2.0,2,Servicios profesionales,top10_anio_previo,1
E01165,2023,2024,0,0,0.0,0.0,0.0,3,Educacion,top10_anio_previo,1
E01166,2023,2024,0,1,1.0,5.0,1.0,4,Transporte,top10_anio_previo,0
E01167,2023,2024,0,0,0.0,1.0,2.0,4,Manufactura,top10_anio_previo,1
E01168,2023,2024,0,0,0.0,1.0,1.0,2,TIC,top10_anio_previo,1
E01169,2023,2024,0,0,0.0,0.0,0.0,4,Alojamiento y comida,top10_anio_previo,1
E01170,2023,2024,0,0,0.0,2.0,0.0,1,Financiero,top10_anio_previo,1
E01171,2023,2024,0,0,0.0,0.0,1.0,2,Comercio,top10_anio_previo,1
E01172,2023,2024,1,0,0.0,1.0,3.0,4,Agricultura,top10_anio_previo,0
E01173,2023,2024,0,0,0.0,0.0,0.0,2,Educacion,top10_anio_previo,1
E01174,2023,2024,0,0,0.0,1.0,2.0,3,Agricultura,top10_anio_previo,1
E01175,2023,2024,0,0,0.0,1.0,1.0,3,Transporte,top10_anio_previo,1
E01176,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01177,2023,2024,1,1,1.0,13.0,15.0,4,Manufactura,top10_anio_previo,1
E01178,2023,2024,0,0,0.0,2.0,2.0,3,Salud,top10_anio_previo,1
E01179,2023,2024,0,0,0.0,0.0,1.0,1,Inmobiliario,top10_anio_previo,1
E01180,2023,2024,0,0,0.0,0.0,0.0,1,Administracion publica,top10_anio_previo,1
E01181,2023,2024,0,0,0.0,1.0,0.0,4,Comercio,top10_anio_previo,1
E01182,2023,2024,1,1,1.0,4.0,3.0,4,Construccion,top10_anio_previo,1
E01183,2023,2024,0,0,0.0,1.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E01184,2023,2024,1,1,1.0,11.0,10.0,4,Comercio,top10_anio_previo,1
E01185,2023,2024,0,1,1.0,4.0,2.0,5,Mineria,top10_anio_previo,0
E01186,2023,2024,0,0,0.0,1.0,2.0,5,Construccion,top10_anio_previo,1
E01187,2023,2024,0,0,0.0,1.0,0.0,2,Financiero,top10_anio_previo,1
E01188,2023,2024,0,0,0.0,1.0,1.0,2,Comercio,top10_anio_previo,1
E01189,2023,2024,1,1,1.0,4.0,4.0,4,Salud,top10_anio_previo,1
E01190,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01191,2023,2024,0,0,0.0,0.0,0.0,2,Administracion publica,top10_anio_previo,1
E01192,2023,2024,0,0,0.0,1.0,1.0,1,Inmobiliario,top10_anio_previo,1
E01193,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01194,2023,2024,0,0,0.0,2.0,0.0,4,Agricultura,top10_anio_previo,1
E01195,2023,2024,0,0,0.0,1.0,2.0,2,Educacion,top10_anio_previo,1
E01196,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01197,2023,2024,0,0,0.0,2.0,1.0,4,Agricultura,top10_anio_previo,1
E01198,2023,2024,0,0,0.0,1.0,0.0,2,Financiero,top10_anio_previo,1
E01199,2023,2024,0,0,0.0,0.0,1.0,4,Energia,top10_anio_previo,1
E01200,2023,2024,0,0,0.0,1.0,0.0,4,Agricultura,top10_anio_previo,1
E01201,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E01202,2023,2024,0,0,0.0,3.0,0.0,5,Construccion,top10_anio_previo,1
E01203,2023,2024,0,0,0.0,1.0,2.0,3,Agricultura,top10_anio_previo,1
E01204,2023,2024,0,0,0.0,3.0,1.0,4,Agricultura,top10_anio_previo,1
E01205,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E01206,2023,2024,0,0,0.0,1.0,1.0,3,Salud,top10_anio_previo,1
E01207,2023,2024,0,0,0.0,0.0,0.0,3,Salud,top10_anio_previo,1
E01208,2023,2024,0,1,1.0,4.0,0.0,4,Transporte,top10_anio_previo,0
E01209,2023,2024,0,0,0.0,0.0,2.0,3,Agricultura,top10_anio_previo,1
E01210,2023,2024,1,1,1.0,4.0,5.0,3,Salud,top10_anio_previo,1
E01211,2023,2024,0,0,0.0,0.0,0.0,2,Comercio,top10_anio_previo,1
E01212,2023,2024,1,0,0.0,3.0,5.0,4,Construccion,top10_anio_previo,0
E01213,2023,2024,0,0,0.0,1.0,2.0,4,Construccion,top10_anio_previo,1
E01214,2023,2024,0,0,0.0,0.0,2.0,2,Educacion,top10_anio_previo,1
E01215,2023,2024,0,0,0.0,0.0,0.0,4,Manufactura,top10_anio_previo,1
E01216,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01217,2023,2024,0,1,1.0,6.0,0.0,4,Manufactura,top10_anio_previo,0
E01218,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E01219,2023,2024,0,0,0.0,2.0,0.0,4,Comercio,top10_anio_previo,1
E01220,2023,2024,1,1,1.0,4.0,5.0,4,Salud,top10_anio_previo,1
E01221,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01222,2023,2024,0,0,0.0,0.0,1.0,2,Servicios profesionales,top10_anio_previo,1
E01223,2023,2024,0,0,0.0,0.0,1.0,4,Alojamiento y comida,top10_anio_previo,1
E01224,2023,2024,0,0,0.0,1.0,1.0,2,Comercio,top10_anio_previo,1
E01225,2023,2024,1,0,0.0,3.0,7.0,5,Energia,top10_anio_previo,0
E01226,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01227,2023,2024,1,1,1.0,14.0,4.0,5,Energia,top10_anio_previo,1
E01228,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01229,2023,2024,0,0,0.0,1.0,0.0,1,TIC,top10_anio_previo,1
E01230,2023,2024,0,0,0.0,2.0,0.0,1,TIC,top10_anio_previo,1
E01231,2023,2024,0,0,0.0,1.0,0.0,3,Salud,top10_anio_previo,1
E01232,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01233,2023,2024,0,0,0.0,1.0,0.0,3,Energia,top10_anio_previo,1
E01234,2023,2024,0,1,1.0,5.0,2.0,4,Comercio,top10_anio_previo,0
E01235,2023,2024,0,0,0.0,3.0,1.0,1,Administracion publica,top10_anio_previo,1
E01236,2023,2024,0,0,0.0,1.0,1.0,4,Salud,top10_anio_previo,1
E01237,2023,2024,0,0,0.0,1.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01238,2023,2024,0,0,0.0,0.0,1.0,3,Salud,top10_anio_previo,1
E01239,2023,2024,0,0,0.0,1.0,0.0,5,Construccion,top10_anio_previo,1
E01240,2023,2024,0,0,0.0,1.0,1.0,2,Administracion publica,top10_anio_previo,1
E01241,2023,2024,0,0,0.0,1.0,2.0,5,Construccion,top10_anio_previo,1
E01242,2023,2024,0,0,0.0,1.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01243,2023,2024,0,0,0.0,1.0,0.0,3,Educacion,top10_anio_previo,1
E01244,2023,2024,0,0,0.0,1.0,2.0,3,Administracion publica,top10_anio_previo,1
E01245,2023,2024,0,0,0.0,0.0,1.0,3,Alojamiento y comida,top10_anio_previo,1
E01246,2023,2024,0,0,0.0,2.0,2.0,2,Salud,top10_anio_previo,1
E01247,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E01248,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01249,2023,2024,0,0,0.0,0.0,0.0,2,Administracion publica,top10_anio_previo,1
E01250,2023,2024,0,0,0.0,0.0,1.0,1,Financiero,top10_anio_previo,1
E01251,2023,2024,0,0,0.0,0.0,1.0,2,TIC,top10_anio_previo,1
E01252,2023,2024,0,0,0.0,1.0,1.0,3,Salud,top10_anio_previo,1
E01253,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E01254,2023,2024,1,1,1.0,6.0,3.0,4,Manufactura,top10_anio_previo,1
E01255,2023,2024,0,0,0.0,0.0,1.0,2,Salud,top10_anio_previo,1
E01256,2023,2024,0,0,0.0,1.0,0.0,4,Comercio,top10_anio_previo,1
E01257,2023,2024,0,0,0.0,0.0,1.0,2,Educacion,top10_anio_previo,1
E01258,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01259,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01260,2023,2024,1,0,0.0,0.0,4.0,4,Comercio,top10_anio_previo,0
E01261,2023,2024,1,0,0.0,2.0,3.0,5,Manufactura,top10_anio_previo,0
E01262,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01263,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E01264,2023,2024,0,0,0.0,2.0,2.0,3,Educacion,top10_anio_previo,1
E01265,2023,2024,0,0,0.0,0.0,0.0,1,Educacion,top10_anio_previo,1
E01266,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E01267,2023,2024,0,0,0.0,2.0,2.0,3,Manufactura,top10_anio_previo,1
E01268,2023,2024,0,0,0.0,1.0,0.0,5,Construccion,top10_anio_previo,1
E01269,2023,2024,0,0,0.0,0.0,0.0,4,Comercio,top10_anio_previo,1
E01270,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01271,2023,2024,0,0,0.0,1.0,0.0,2,Administracion publica,top10_anio_previo,1
E01272,2023,2024,0,0,0.0,0.0,2.0,4,Comercio,top10_anio_previo,1
E01273,2023,2024,0,0,0.0,0.0,0.0,1,Financiero,top10_anio_previo,1
E01274,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E01275,2023,2024,0,0,0.0,1.0,0.0,5,Construccion,top10_anio_previo,1
E01276,2023,2024,0,0,0.0,0.0,0.0,3,Energia,top10_anio_previo,1
E01277,2023,2024,0,0,0.0,0.0,0.0,3,Salud,top10_anio_previo,1
E01278,2023,2024,0,0,0.0,0.0,0.0,3,Alojamiento y comida,top10_anio_previo,1
E01279,2023,2024,0,0,0.0,1.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01280,2023,2024,0,0,0.0,2.0,1.0,3,Comercio,top10_anio_previo,1
E01281,2023,2024,0,0,0.0,0.0,1.0,2,Alojamiento y comida,top10_anio_previo,1
E01282,2023,2024,0,0,0.0,0.0,1.0,1,Inmobiliario,top10_anio_previo,1
E01283,2023,2024,0,0,0.0,0.0,2.0,5,Mineria,top10_anio_previo,1
E01284,2023,2024,0,0,0.0,2.0,1.0,5,Construccion,top10_anio_previo,1
E01285,2023,2024,0,0,0.0,0.0,1.0,2,Educacion,top10_anio_previo,1
E01286,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01287,2023,2024,0,0,0.0,1.0,0.0,2,Administracion publica,top10_anio_previo,1
E01288,2023,2024,0,0,0.0,0.0,1.0,5,Transporte,top10_anio_previo,1
E01289,2023,2024,0,0,0.0,0.0,0.0,2,Financiero,top10_anio_previo,1
E01290,2023,2024,0,0,0.0,0.0,0.0,2,Alojamiento y comida,top10_anio_previo,1
E01291,2023,2024,0,0,0.0,0.0,1.0,2,Comercio,top10_anio_previo,1
E01292,2023,2024,0,0,0.0,0.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E01293,2023,2024,0,0,0.0,0.0,1.0,1,Inmobiliario,top10_anio_previo,1
E01294,2023,2024,1,1,1.0,4.0,6.0,5,Mineria,top10_anio_previo,1
E01295,2023,2024,0,0,0.0,0.0,0.0,4,Transporte,top10_anio_previo,1
E01296,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01297,2023,2024,0,0,0.0,2.0,0.0,2,Salud,top10_anio_previo,1
E01298,2023,2024,0,0,0.0,0.0,2.0,3,Educacion,top10_anio_previo,1
E01299,2023,2024,0,0,0.0,2.0,1.0,3,Manufactura,top10_anio_previo,1
E01300,2023,2024,1,0,0.0,2.0,3.0,2,Salud,top10_anio_previo,0
E01301,2023,2024,0,0,0.0,0.0,1.0,2,Servicios profesionales,top10_anio_previo,1
E01302,2023,2024,0,0,0.0,0.0,1.0,1,TIC,top10_anio_previo,1
E01303,2023,2024,1,0,0.0,3.0,9.0,3,Alojamiento y comida,top10_anio_previo,0
E01304,2023,2024,0,0,0.0,1.0,2.0,4,Manufactura,top10_anio_previo,1
E01305,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01306,2023,2024,0,0,0.0,0.0,0.0,1,Administracion publica,top10_anio_previo,1
E01307,2023,2024,1,1,1.0,6.0,3.0,3,Comercio,top10_anio_previo,1
E01308,2023,2024,0,0,0.0,0.0,0.0,2,Administracion publica,top10_anio_previo,1
E01309,2023,2024,0,0,0.0,1.0,0.0,4,Salud,top10_anio_previo,1
E01310,2023,2024,0,0,0.0,0.0,0.0,4,Salud,top10_anio_previo,1
E01311,2023,2024,0,0,0.0,2.0,2.0,3,Comercio,top10_anio_previo,1
E01312,2023,2024,1,1,1.0,5.0,6.0,2,Educacion,top10_anio_previo,1
E01313,2023,2024,0,0,0.0,0.0,0.0,4,Agricultura,top10_anio_previo,1
E01314,2023,2024,0,0,0.0,0.0,0.0,2,Salud,top10_anio_previo,1
E01315,2023,2024,0,0,0.0,1.0,0.0,1,Educacion,top10_anio_previo,1
E01316,2023,2024,0,0,0.0,0.0,0.0,2,Educacion,top10_anio_previo,1
E01317,2023,2024,1,0,0.0,0.0,3.0,3,Comercio,top10_anio_previo,0
E01318,2023,2024,1,1,1.0,4.0,6.0,4,Manufactura,top10_anio_previo,1
E01319,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01320,2023,2024,0,0,0.0,2.0,2.0,4,Energia,top10_anio_previo,1
E01321,2023,2024,0,0,0.0,3.0,0.0,5,Construccion,top10_anio_previo,1
E01322,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E01323,2023,2024,1,0,0.0,0.0,3.0,2,Administracion publica,top10_anio_previo,0
E01324,2023,2024,0,0,0.0,1.0,2.0,2,Administracion publica,top10_anio_previo,1
E01325,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01326,2023,2024,0,0,0.0,2.0,0.0,2,Inmobiliario,top10_anio_previo,1
E01327,2023,2024,0,0,0.0,2.0,0.0,3,Transporte,top10_anio_previo,1
E01328,2023,2024,0,0,0.0,1.0,1.0,4,Agricultura,top10_anio_previo,1
E01329,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01330,2023,2024,1,1,1.0,4.0,4.0,5,Energia,top10_anio_previo,1
E01331,2023,2024,0,0,0.0,0.0,1.0,3,Comercio,top10_anio_previo,1
E01332,2023,2024,0,0,0.0,0.0,2.0,3,Agricultura,top10_anio_previo,1
E01333,2023,2024,0,0,0.0,2.0,1.0,5,Mineria,top10_anio_previo,1
E01334,2023,2024,0,0,0.0,0.0,1.0,4,Mineria,top10_anio_previo,1
E01335,2023,2024,0,0,0.0,0.0,0.0,3,Comercio,top10_anio_previo,1
E01336,2023,2024,0,0,0.0,0.0,0.0,3,Alojamiento y comida,top10_anio_previo,1
E01337,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01338,2023,2024,0,1,1.0,6.0,1.0,4,Comercio,top10_anio_previo,0
E01339,2023,2024,0,0,0.0,0.0,0.0,2,Administracion publica,top10_anio_previo,1
E01340,2023,2024,1,0,0.0,2.0,3.0,5,Construccion,top10_anio_previo,0
E01341,2023,2024,0,0,0.0,1.0,1.0,3,Manufactura,top10_anio_previo,1
E01342,2023,2024,1,0,0.0,0.0,3.0,3,Agricultura,top10_anio_previo,0
E01343,2023,2024,0,0,0.0,1.0,1.0,3,Administracion publica,top10_anio_previo,1
E01344,2023,2024,0,0,0.0,1.0,1.0,5,Construccion,top10_anio_previo,1
E01345,2023,2024,0,0,0.0,1.0,0.0,3,Transporte,top10_anio_previo,1
E01346,2023,2024,0,1,1.0,5.0,1.0,1,Financiero,top10_anio_previo,0
E01347,2023,2024,0,0,0.0,1.0,0.0,2,Educacion,top10_anio_previo,1
E01348,2023,2024,0,0,0.0,0.0,0.0,5,Construccion,top10_anio_previo,1
E01349,2023,2024,0,0,0.0,1.0,2.0,5,Manufactura,top10_anio_previo,1
E01350,2023,2024,1,1,1.0,4.0,3.0,5,Transporte,top10_anio_previo,1
E01351,2023,2024,0,0,0.0,0.0,1.0,1,TIC,top10_anio_previo,1
E01352,2023,2024,0,0,0.0,3.0,2.0,4,Salud,top10_anio_previo,1
E01353,2023,2024,0,0,0.0,2.0,2.0,4,Construccion,top10_anio_previo,1
E01354,2023,2024,0,0,0.0,2.0,1.0,4,Salud,top10_anio_previo,1
E01355,2023,2024,0,0,0.0,3.0,1.0,5,Construccion,top10_anio_previo,1
E01356,2023,2024,0,0,0.0,1.0,0.0,3,Alojamiento y comida,top10_anio_previo,1
E01357,2023,2024,0,0,0.0,0.0,0.0,3,Transporte,top10_anio_previo,1
E01358,2023,2024,0,0,0.0,0.0,1.0,3,Administracion publica,top10_anio_previo,1
E01359,2023,2024,0,0,0.0,1.0,0.0,2,Educacion,top10_anio_previo,1
E01360,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01361,2023,2024,0,0,0.0,0.0,1.0,2,Educacion,top10_anio_previo,1
E01362,2023,2024,1,1,1.0,7.0,5.0,4,Comercio,top10_anio_previo,1
E01363,2023,2024,0,0,0.0,0.0,1.0,2,Financiero,top10_anio_previo,1
E01364,2023,2024,0,0,0.0,1.0,1.0,4,Agricultura,top10_anio_previo,1
E01365,2023,2024,1,0,0.0,3.0,6.0,5,Construccion,top10_anio_previo,0
E01366,2023,2024,0,0,0.0,2.0,0.0,3,Comercio,top10_anio_previo,1
E01367,2023,2024,0,0,0.0,1.0,0.0,1,TIC,top10_anio_previo,1
E01368,2023,2024,0,0,0.0,1.0,1.0,1,Financiero,top10_anio_previo,1
E01369,2023,2024,0,0,0.0,2.0,0.0,4,Manufactura,top10_anio_previo,1
E01370,2023,2024,0,0,0.0,0.0,0.0,2,Educacion,top10_anio_previo,1
E01371,2023,2024,0,0,0.0,3.0,2.0,4,Manufactura,top10_anio_previo,1
E01372,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01373,2023,2024,0,0,0.0,1.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01374,2023,2024,0,1,1.0,7.0,2.0,5,Mineria,top10_anio_previo,0
E01375,2023,2024,0,1,1.0,5.0,2.0,3,Comercio,top10_anio_previo,0
E01376,2023,2024,0,1,1.0,4.0,2.0,3,Manufactura,top10_anio_previo,0
E01377,2023,2024,1,0,0.0,3.0,5.0,5,Construccion,top10_anio_previo,0
E01378,2023,2024,0,0,0.0,1.0,2.0,4,Agricultura,top10_anio_previo,1
E01379,2023,2024,0,0,0.0,1.0,1.0,5,Manufactura,top10_anio_previo,1
E01380,2023,2024,0,0,0.0,0.0,0.0,2,Administracion publica,top10_anio_previo,1
E01381,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01382,2023,2024,0,0,0.0,2.0,0.0,3,Salud,top10_anio_previo,1
E01383,2023,2024,0,0,0.0,0.0,0.0,3,Alojamiento y comida,top10_anio_previo,1
E01384,2023,2024,0,1,1.0,6.0,2.0,5,Transporte,top10_anio_previo,0
E01385,2023,2024,0,0,0.0,1.0,1.0,3,Manufactura,top10_anio_previo,1
E01386,2023,2024,0,0,0.0,1.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01387,2023,2024,1,1,1.0,6.0,7.0,5,Construccion,top10_anio_previo,1
E01388,2023,2024,0,0,0.0,2.0,1.0,3,Administracion publica,top10_anio_previo,1
E01389,2023,2024,0,0,0.0,0.0,1.0,4,Manufactura,top10_anio_previo,1
E01390,2023,2024,0,0,0.0,0.0,0.0,2,Alojamiento y comida,top10_anio_previo,1
E01391,2023,2024,0,0,0.0,0.0,2.0,4,Agricultura,top10_anio_previo,1
E01392,2023,2024,0,0,0.0,0.0,0.0,4,Comercio,top10_anio_previo,1
E01393,2023,2024,0,0,0.0,0.0,1.0,3,Manufactura,top10_anio_previo,1
E01394,2023,2024,0,0,0.0,0.0,0.0,1,Inmobiliario,top10_anio_previo,1
E01395,2023,2024,0,0,0.0,0.0,1.0,3,Salud,top10_anio_previo,1
E01396,2023,2024,0,0,0.0,1.0,0.0,3,Transporte,top10_anio_previo,1
E01397,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01398,2023,2024,0,0,0.0,3.0,2.0,3,Educacion,top10_anio_previo,1
E01399,2023,2024,0,0,0.0,0.0,0.0,3,Transporte,top10_anio_previo,1
E01400,2023,2024,0,0,0.0,0.0,1.0,2,Salud,top10_anio_previo,1
E01401,2023,2024,0,0,0.0,0.0,0.0,1,Servicios profesionales,top10_anio_previo,1
E01402,2023,2024,0,0,0.0,0.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E01403,2023,2024,0,0,0.0,1.0,1.0,3,Comercio,top10_anio_previo,1
E01404,2023,2024,1,0,0.0,2.0,3.0,4,Manufactura,top10_anio_previo,0
E01405,2023,2024,0,0,0.0,0.0,1.0,1,Servicios profesionales,top10_anio_previo,1
E01406,2023,2024,0,0,0.0,2.0,0.0,4,Energia,top10_anio_previo,1
E01407,2023,2024,0,0,0.0,1.0,0.0,3,Comercio,top10_anio_previo,1
E01408,2023,2024,0,0,0.0,0.0,1.0,2,Servicios profesionales,top10_anio_previo,1
E01409,2023,2024,0,0,0.0,1.0,0.0,2,Educacion,top10_anio_previo,1
E01410,2023,2024,0,0,0.0,0.0,2.0,1,Servicios profesionales,top10_anio_previo,1
E01411,2023,2024,0,0,0.0,0.0,0.0,1,TIC,top10_anio_previo,1
E01412,2023,2024,0,0,0.0,0.0,1.0,1,TIC,top10_anio_previo,1
E01413,2023,2024,0,0,0.0,0.0,1.0,4,Manufactura,top10_anio_previo,1
E01414,2023,2024,0,0,0.0,0.0,2.0,3,Comercio,top10_anio_previo,1
